# Geni relationship path to 283292555200002881 (blood)
#
# GENERATED by the geni collector extension's `individual` job, from
# https://www.geni.com/people/Fridtjof-Aas/283292555200002881 on 2026-09-06.
# Do not hand-edit: re-run the collector instead.
#
# ANCHORED ON CHARLEMAGNE. Step 1 is Charlemagne himself. `docs/anchor-protocol.md`.
#
# ⛔ THIS CHAIN RUNS THROUGH THE CHARLEMAGNE SPINE'S OWN MEDIEVAL END. `CLAUDE.md` § *THE THREE
# LINES* names the people at the top of `paths/charlemagne-to-arne-garborg.tsv` that already
# carry Wikidata items, and five of them are steps here:
#
#     step  2  Louis the Pious                    Q43974
#     step  6  Berengar II of Ivrea               Q314521
#     step  8  Baldwin IV, count of Flanders      Q378177
#     step  9  Judith of Flanders                 Q273181
#     step 12  Guttorm Àsulfsson à Rein           Q19061035
#
# **Guttorm Àsulfsson is step 23 of the Arne line and the point where it closes** — *"the deepest
# person who already has an item"*. So this capture and the Garborg spine meet on him, and steps
# 1-12 here are the same descent the spine already documents.
#
# It is also the first sibling-worklist target to produce a hit, on the first batch. That is not
# a surprise and should not be read as one: these people were selected as members of sibling
# pairs on EXISTING paths, so they sit nearer the traced part of the tree than the Wikidata
# isolates did.
#
# Geni's own prose summary, kept because the per-step relation words drop what it
# keeps --- half-siblings above all, which no step word states:
# Fridtjof Aas is Charlemagne's 32nd great grandson.
step	name	relation_to_previous	note
1	Charlemagne	-	geni:6000000002457013227
2	Louis I, The Pious	his son	geni:6000000001266578142
3	Giséle of Cysoing	his daughter	geni:6000000000424624719
4	Berengar I, emperor of the Romans	her son	geni:6000000001669654269
5	Gisela of Friuli	his daughter	geni:6000000008592343633
6	Berengar II of Ivrea, king of Italy	her son	geni:6000000005936551695
7	Rozala of Italy	his daughter	geni:4258970970100070152
8	Baldwin IV the Bearded, count of Flanders	her son	geni:6000000001412935350
9	Judith of Flanders	his daughter	geni:4927821238910067084
10	Skule Torstigson	her son	geni:6000000003645683608
11	Åsulv Skulesson	his son	geni:6000000001827562649
12	Guttorm Àsulfsson à Rein	his son	geni:6000000001200156499
13	Lendmann Åsulf Guttormsson på Rein	his son	geni:6000000004533762620
14	Torbjørg Åsulvsdatter Austråt, til Rein	his daughter	geni:6000000004533762608
15	NN Eriksdatter Galle	her daughter	geni:6000000007616361771
16	Councillor/Bishop Ásulf 'Owl' Kjetilsson Galle/Galde, I Biskopsrud	her son	geni:6000000011402310326
17	Håvard Åsulfsson Galle	his son	geni:6000000011402062508
18	Nicolaus Håvardsson Galde	his son	geni:6000000149836346842
19	Paul Galde, til Holleby	his son	geni:6000000008848567624
20	Svend Paulsson Galde, til Aabygaard	his son	geni:6000000005086930616
21	Gaute Svendson Galde	his son	geni:6000000005086372603
22	Tønne Gautesson Galde, til Åby og Nygård	his son	geni:6000000007365175443
23	Mads Tønnessen Galde	his son	geni:6000000007364872616
24	Abelone Madsdatter Galde	his daughter	geni:6000000006916570670
25	Oluf Jenssøn Mechlenborg	her son	geni:6000000007365346240
26	Christen Olufsøn Mechlenborg	his son	geni:6000000007365491379
27	Eva Christensdatter Mechlenborg	his daughter	geni:6000000002598268324
28	Adelus Christensdatter Mechlenborg	her daughter	geni:6000000007329752546
29	Christen Petersen Dass	her son	geni:6000000008685090099
30	Isach Jørgen Coldevin Dass	his son	geni:6000000003865848709
31	Stinken Chatarina Coldevin Stub	his daughter	geni:6000000008685090142
32	Otto Nikolai Fredriksen Stub	her son	geni:4714564
33	Julie Kristine Ottosdatter Arntsen	his daughter	geni:4682437
34	Helga Konstanse Alvhild Johansdatter Arntsen Aas	her daughter	geni:4721815
35	Fridtjof Aas	her son	geni:283292555200002881
