focus_id	geni_id	page	chk_text	chk_hrefs	photo_text	photo_hrefs	name_text	name_hrefs	relationship_text	relationship_hrefs	managed_by_text	managed_by_hrefs	immediate_family_text	immediate_family_hrefs	actions_text	actions_hrefs
6000000021674720095	6000000044439374009	1				/people/Freifrau-Grafin-Hedwig-von-Dornberg/6000000044439374009?through=6000000021674720095	Name: Freifrau, Grafin Hedwig Sophia von Dornberg (c.1666 - c.1750)	/people/Freifrau-Grafin-Hedwig-von-Dornberg/6000000044439374009?through=6000000021674720095	Relationship: Dorothea's daughter		Managed By: Lynette Wilhelmine van Rossem	/people/Lynette-van-Rossem/6000000034698208207?through=6000000021674720095	Immediate Family: Daughter of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Wife of Freiherr Wilhelm Ludwig von Dörnberg Mother of Johannes Caspar von Dörnberg Sister of Juliane Luise zur Lippe-Biesterfeld; Dorota Eliška von Kunowitz-Ostra; Karel von Kunowitz-Ostra; Maria Filippina von Kunowitz-Ostra and 1 other; and Charlotte-Amélie von Kunowitz-Ostra« less	# | #	Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000044439374009?return_path=%2Fpeople%2FFreifrau-Grafin-Hedwig-von-Dornberg%2F6000000044439374009%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000044439374009 | /list?focus_id=6000000044439374009
6000000021674720095	6000000009960060920	1				/people/Juliane-Luise-zur-Lippe-Biesterfeld/6000000009960060920?through=6000000021674720095	Name: Juliane Luise zur Lippe-Biesterfeld (1671 - 1754)	/people/Juliane-Luise-zur-Lippe-Biesterfeld/6000000009960060920?through=6000000021674720095	Relationship: Dorothea's daughter		Managed By: Martin von Boeckmann	/people/Martin-von-Boeckmann/6000000005583681436?through=6000000021674720095	Immediate Family: Daughter of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Wife of Rudolf Ferdinand zur Lippe-Biesterfeld Mother of Friedrich Karl zur Lippe-Biesterfeld; Henriette L.W. zur Lippe-Biesterfeld; Ferdinand Johann Ludwig zur Lippe-Weißenfeld, Graf, Prinz zur Lippe-Biesterfeld-Weißenfeld; Kasimir Hermann zur Lippe-Sternberg and 2 others; Charlotte Mauritia Elisabeth zur Lippe-Sternberg and Anton Friedrich Ludwig zur Lippe-Sternberg« less Sister of Freifrau, Grafin Hedwig Sophia von Dornberg; Dorota Eliška von Kunowitz-Ostra; Karel von Kunowitz-Ostra; Maria Filippina von Kunowitz-Ostra and 1 other; and Charlotte-Amélie von Kunowitz-Ostra« less	# | # | # | #	Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000009960060920?return_path=%2Fpeople%2FJuliane-Luise-zur-Lippe-Biesterfeld%2F6000000009960060920%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000009960060920 | /list?focus_id=6000000009960060920
6000000021674720095	6000000223041719840	1				/people/Dorota-Eli%C5%A1ka-von-Kunowitz-Ostra/6000000223041719840?through=6000000021674720095	Name: Dorota Eliška von Kunowitz-Ostra (1674 - d.)	/people/Dorota-Eli%C5%A1ka-von-Kunowitz-Ostra/6000000223041719840?through=6000000021674720095	Relationship: Dorothea's daughter		Managed By: Jaroslav Preisler, DiS.	/people/Jaroslav-Preisler-DiS/6000000166434826821?through=6000000021674720095	Immediate Family: Daughter of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Sister of Freifrau, Grafin Hedwig Sophia von Dornberg; Juliane Luise zur Lippe-Biesterfeld; Karel von Kunowitz-Ostra; Maria Filippina von Kunowitz-Ostra and 1 other; and Charlotte-Amélie von Kunowitz-Ostra« less	# | #	Actions: Contact Profile Manager View Tree View List	/profile/contact_manager/6000000223041719840?return_path=%2Fpeople%2FDorota-Eli%25C5%25A1ka-von-Kunowitz-Ostra%2F6000000223041719840%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000223041719840 | /list?focus_id=6000000223041719840
6000000021674720095	6000000223041846830	1				/people/Karel-von-Kunowitz-Ostra/6000000223041846830?through=6000000021674720095	Name: Karel von Kunowitz-Ostra (c.1675 - d.)	/people/Karel-von-Kunowitz-Ostra/6000000223041846830?through=6000000021674720095	Relationship: Dorothea's son		Managed By: Jaroslav Preisler, DiS.	/people/Jaroslav-Preisler-DiS/6000000166434826821?through=6000000021674720095	Immediate Family: Son of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Brother of Freifrau, Grafin Hedwig Sophia von Dornberg; Juliane Luise zur Lippe-Biesterfeld; Dorota Eliška von Kunowitz-Ostra; Maria Filippina von Kunowitz-Ostra and 1 other; and Charlotte-Amélie von Kunowitz-Ostra« less	# | #	Actions: Contact Profile Manager View Tree View List	/profile/contact_manager/6000000223041846830?return_path=%2Fpeople%2FKarel-von-Kunowitz-Ostra%2F6000000223041846830%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000223041846830 | /list?focus_id=6000000223041846830
6000000021674720095	6000000223041643915	1				/people/Maria-Filippina-von-Kunowitz-Ostra/6000000223041643915?through=6000000021674720095	Name: Maria Filippina von Kunowitz-Ostra (c.1677 - d.)	/people/Maria-Filippina-von-Kunowitz-Ostra/6000000223041643915?through=6000000021674720095	Relationship: Dorothea's daughter		Managed By: Jaroslav Preisler, DiS.	/people/Jaroslav-Preisler-DiS/6000000166434826821?through=6000000021674720095	Immediate Family: Daughter of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Sister of Freifrau, Grafin Hedwig Sophia von Dornberg; Juliane Luise zur Lippe-Biesterfeld; Dorota Eliška von Kunowitz-Ostra; Karel von Kunowitz-Ostra and 1 other; and Charlotte-Amélie von Kunowitz-Ostra« less	# | #	Actions: Contact Profile Manager View Tree View List	/profile/contact_manager/6000000223041643915?return_path=%2Fpeople%2FMaria-Filippina-von-Kunowitz-Ostra%2F6000000223041643915%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000223041643915 | /list?focus_id=6000000223041643915
6000000021674720095	6000000016383734039	1				/people/Charlotte-Am%C3%A9lie-von-Kunowitz-Ostra/6000000016383734039?through=6000000021674720095	Name: Charlotte-Amélie von Kunowitz-Ostra (1677 - 1722)	/people/Charlotte-Am%C3%A9lie-von-Kunowitz-Ostra/6000000016383734039?through=6000000021674720095	Relationship: Dorothea's daughter		Managed By: Alex Moes	/people/Alex-Moes/6000000010966921275?through=6000000021674720095	Immediate Family: Daughter of Graf Johann Dietrich von Kunowitz-Ostra and Dorothea zur Lippe-Brake, Gräfin von Kunowitz-Ostra Wife of Philipp Karl, Graf von Erbach-Fürstenau Mother of Karoline von Erbach-Fürstenau, Herzogin zu Sachsen-Hilburgshausen Sister of Freifrau, Grafin Hedwig Sophia von Dornberg; Juliane Luise zur Lippe-Biesterfeld; Dorota Eliška von Kunowitz-Ostra; Karel von Kunowitz-Ostra and 1 other; and Maria Filippina von Kunowitz-Ostra« less	# | #	Actions: Contact Profile Manager View Tree View List	/profile/contact_manager/6000000016383734039?return_path=%2Fpeople%2FCharlotte-Am%25C3%25A9lie-von-Kunowitz-Ostra%2F6000000016383734039%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000016383734039 | /list?focus_id=6000000016383734039
6000000021674720095	6000000021765612899	1				/people/Johannes-von-D%C3%B6rnberg/6000000021765612899?through=6000000021674720095	Name: Johannes Caspar von Dörnberg (1689 - 1734) "Kasper"	/people/Johannes-von-D%C3%B6rnberg/6000000021765612899?through=6000000021674720095	Relationship: Dorothea's grandson		Managed By: jM🕊️Vu	/people/jM-%EF%B8%8FVu/6000000010148956095?through=6000000021674720095	Immediate Family: Son of Freiherr Wilhelm Ludwig von Dörnberg and Freifrau, Grafin Hedwig Sophia von Dornberg Husband of Sophia Charlotta Maria von Heiden Father of Carl Sigismund von Dörnberg, Freiherr; Pandolphus Ferdinand Freiherr von Dörnberg and Friedrich Otto Otto von Dörnberg Heiden / Heyden		Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000021765612899?return_path=%2Fpeople%2FJohannes-von-D%25C3%25B6rnberg%2F6000000021765612899%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000021765612899 | /list?focus_id=6000000021765612899
6000000021674720095	6000000007774265380	1				/people/Friedrich-Karl-zur-Lippe-Biesterfeld/6000000007774265380?through=6000000021674720095	Name: Friedrich Karl zur Lippe-Biesterfeld (1706 - 1781) "Friedrich Carl August", "Count Charles Frederick Augustus von Lippe-Biesterfeld"	/people/Friedrich-Karl-zur-Lippe-Biesterfeld/6000000007774265380?through=6000000021674720095	Relationship: Dorothea's grandson		Managed By: Ric Dickinson, Geni Curator	/people/Ric-Dickinson-Geni-Curator/6000000003703300491?through=6000000021674720095	Immediate Family: Son of Rudolf Ferdinand zur Lippe-Biesterfeld and Juliane Luise zur Lippe-Biesterfeld Husband of Barbara Eleonore zu Solms-Baruth and Sophie Amalie von Schlesien-Gleiwitz, Gräfin zu Erbach-Fürstenau und Lippe-Biesterfeld Father of Wilhelmine Luise Constantine zu Solms-Baruth; Carl Ernst Casimir zur Lippe-Biesterfeld; Friedrich zur Lippe-Biesterfeld; Graf Ludwig Heinrich zur Lippe-Biesterfeld and 2 others; Maria zur Lippe-Biesterfeld, Gräfin and Ferdinand Johann Benjamin zur Lippe-Biesterfeld« less Brother of Henriette L.W. zur Lippe-Biesterfeld; Ferdinand Johann Ludwig zur Lippe-Weißenfeld, Graf, Prinz zur Lippe-Biesterfeld-Weißenfeld; Kasimir Hermann zur Lippe-Sternberg; Charlotte Mauritia Elisabeth zur Lippe-Sternberg and 1 other; and Anton Friedrich Ludwig zur Lippe-Sternberg« less	# | # | # | #	Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000007774265380?return_path=%2Fpeople%2FFriedrich-Karl-zur-Lippe-Biesterfeld%2F6000000007774265380%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000007774265380 | /list?focus_id=6000000007774265380
6000000021674720095	6000000011215055221	1				/people/Henriette-L-W-zur-Lippe-Biesterfeld/6000000011215055221?through=6000000021674720095	Name: Henriette L.W. zur Lippe-Biesterfeld (1711 - 1752) "Henriette L.W."	/people/Henriette-L-W-zur-Lippe-Biesterfeld/6000000011215055221?through=6000000021674720095	Relationship: Dorothea's granddaughter		Managed By: Kurt Gammeltoft	/people/Kurt-Gammeltoft/2338633?through=6000000021674720095	Immediate Family: Daughter of Rudolf Ferdinand zur Lippe-Biesterfeld and Juliane Luise zur Lippe-Biesterfeld Wife of Graf Johann Karl zu Solms-Baruth Mother of Johann Christian II zu Solms-Baruth; Johanna Constantina Luise zu Solms-Baruth; Karl Rudolf Heinrich zu Solms-Baruth and Charlotte Helene zu Solms-Baruth Sister of Friedrich Karl zur Lippe-Biesterfeld; Ferdinand Johann Ludwig zur Lippe-Weißenfeld, Graf, Prinz zur Lippe-Biesterfeld-Weißenfeld; Kasimir Hermann zur Lippe-Sternberg; Charlotte Mauritia Elisabeth zur Lippe-Sternberg and 1 other; and Anton Friedrich Ludwig zur Lippe-Sternberg« less	# | #	Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000011215055221?return_path=%2Fpeople%2FHenriette-L-W-zur-Lippe-Biesterfeld%2F6000000011215055221%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000011215055221 | /list?focus_id=6000000011215055221
6000000021674720095	6000000022382011895	1				/people/Ferdinand-Johann-Ludwig-zur-Lippe-Wei%C3%9Fenfeld-Graf-Prinz-zur-Lippe-Biesterfeld-Wei%C3%9Fenfeld/6000000022382011895?through=6000000021674720095	Name: Ferdinand Johann Ludwig zur Lippe-Weißenfeld, Graf, Prinz zur Lippe-Biesterfeld-Weißenfeld (1709 - 1781)	/people/Ferdinand-Johann-Ludwig-zur-Lippe-Wei%C3%9Fenfeld-Graf-Prinz-zur-Lippe-Biesterfeld-Wei%C3%9Fenfeld/6000000022382011895?through=6000000021674720095	Relationship: Dorothea's grandson		Managed By: Karin Gullhav	/people/Karin-Gullhav/6000000019214854186?through=6000000021674720095	Immediate Family: Son of Rudolf Ferdinand zur Lippe-Biesterfeld and Juliane Luise zur Lippe-Biesterfeld Husband of Ernestine Henriette zu Solms-Baruth, Gräfin Father of Friedrich Johann Ludwig Graf zur Lippe-Weißenfeld; Luise Konstanze zur Lippe-Weißenfeld; Karl Christian zur Lippe-Weißenfeld; Albrecht Heinrich Ferdinand zur Lippe-Weißenfeld and 4 others; Wilhelmine Eleonore zur Lippe-Weißenfeld; Simon Rudolf zur Lippe-Weißenfeld; Henriette Karoline Luise zur Lippe-Weißenfeld and Ludwig Ernst August zur Lippe-Weißenfeld« less Brother of Friedrich Karl zur Lippe-Biesterfeld; Henriette L.W. zur Lippe-Biesterfeld; Kasimir Hermann zur Lippe-Sternberg; Charlotte Mauritia Elisabeth zur Lippe-Sternberg and 1 other; and Anton Friedrich Ludwig zur Lippe-Sternberg« less	# | # | # | #	Actions: Contact Profile Managers View Tree View List	/profile/contact_manager/6000000022382011895?return_path=%2Fpeople%2FFerdinand-Johann-Ludwig-zur-Lippe-Wei%25C3%259Fenfeld-Graf-Prinz-zur-Lippe-Biesterfeld-Wei%25C3%259Fenfeld%2F6000000022382011895%3Fthrough%3D6000000021674720095 | /family-tree/index/6000000022382011895 | /list?focus_id=6000000022382011895
